,Chat_msg,sentiment,sent
5414,hi,0,
5415,hey,0,
5416, for wl,0,
5417,whats the mint price,0,
5418,hello guys how s it going on here,0,
5419,gn,0,
5420,good night everyone its  am right now and i feel sleepy  ,1,
5421,hii,0,
5422,i havent recieved my wl token when i will recieve it,-1,
5423,hello,0,
5424,hi,0,
5425,i had a wl now its gone so just curious whats up,0,
5426,well i figured they would be checking tickes so i shouldnt need to post it here lol,0,
5427,hello odin huw r u    ,0,
5428,hello,0,
5429,attach ticket section here by type ticket its show your ticket number its easy for team  ,1,
5430,checked mine,0,
5431,i got a whitelist ticket open,0,
5432,not seeing it did you open a collab ticket,0,
5433,from where ,0,
5434,hi  i won wl   how do i open ticket,0,
5435,good bro  ,1,
5436,why he got banned  ,-1,
5437,sup guys,0,
5438,im waiting for a spot hehehe    ,1,
5439,nope,0,
5440,do i know you,0,
5441,hey buddy can ya look at my ticket about loosing my wl,0,
5442,oh hey,0,
5443, ,0,
5444,do i have to mint also fabulosa or i get as airdrop,0,
5445,i have  guru master staken since ,0,
5446,hi fam soz but i was out for a whil,0,
5447,guys dont forget to check latest  and secure your spot  ,0,
5448, hello wlcm sup   ,0,
5450,anyone else loose there wl roles,0,
5451,just checked cheers i was was clueless so happy right now,1,
5452,i had it and did the verify and no gone,0,
5453,hmm lost my wl role,-1,
5454, ,0,
5455,oi,0,
5456,ok  ,0,
5457,we already have your wallet there is a excel sheet  n   make sure you check it,0,
5458,guys dont forget to submit wallet it will closed tomorrow  am utc thank you   ,1,
5459,hiii,0,
5460,hey,0,
5461,hi,0,
5462,not much i can do about that check official twitter  talisman giveaway ongoing,0,
5463,so i just submit wallet now,0,
5464,oh haha didnt even know dang  so happy right now cant wait to mint this  ,1,
5465,can i get whitelist  ,0,
5466,hello good evening guys,1,
5467,very good project bohemia,1,
5468,noted thankss,1,
5469,you have wl already,0,
5470,the team from moonbears needs to send winners names and then we will asign roles,0,
5472,morning guys ,1,
5473,hi fam,0,
5474,would you say its impossible to get the wl at this stage,0,
5475,all good bro,1,
5476,gm,0,
5477,hey,0,
5478,whats up,0,
5479,hey,0,
5480,sup,0,
5482,sup everyone,0,
5483,i win wl from moonbears do i need to open ticket or ill just wait for my rol,0,
5484,hello,0,
5487,can i grind,0,
5488,hey how to get wl,0,
5489,hello,0,
5490,gm guys,0,
5491,hello,0,
5493,gn guys,0,
5494,im sure theyre working on it,0,
5495,can one of the mods check the names for project hive wl winners our mod sent the names over,0,
5496,okay mate thank you  ,1,
5497,oke,0,
5498,yeah distribution is ongoing,0,
5499,hi the talisman is the wl token for fabulosa which is our second collection it is a completely different thing from our main collection  the only thing they share is that they both are part of the woop ecosystem,0,
5500,gm,0,
5501,thx i don t receive my token,-1,
5502,hello am new here   may i ask what is the differenceadvantage of holding the talisman versus holding the main collection thank you,0,
5504, of july,0,
5505,wen mint,0,
5506,gmgm,0,
5508,ty,0,
5509,dw youll receive it,0,
5510,yeah distribution is ongoing,0,
5511,is that right,0,
5512,i havent my token,-1,
5513,gm mates,0,
5514,gm,0,
5515,hello,0,
5516,b,0,
5517,thanks you ,1,
5518,hi,0,
5519,uo,0,
5520,heyy,0,
5521,mint info,0,
5522,in both cases you dont need to send ur wallet or anything like that,0,
5523,hi bro,0,
5524,although if u just had an og  bohemian you will enter a raffle for  talismans,0,
5525,hey fam if u had a guru in staking during the snapshot you have guaranteed wl,0,
5526,hello how do i find out if i am entitled to fabulousa wl do i need to verify my wallet,0,
5527,welcome  ,1,
5528,yeah ongoing,0,
5529,distribute talismans going,0,
5530,from defi pirates,0,
5531,heyo,0,
5532,looks pretty clear to me but if u have any doubts in particular feel free to ask  ,0,
5533,hello,0,
5534,hi from treasure island,0,
5535,gm fam,0,
5536,hi,0,
5537,but u dont understand the inprograpic,-1,
5538,k thx,0,
5539,thats great you can find the use cases of the letters in the infographic i sent aswell,1,
5541,welcome  ,1,
5542,how much woop is retreat atm,0,
5543,yo,0,
5544,heya fam,0,
5545,hello from treasure island,0,
5546,i have the letter too,0,
5547,so,0,
5548,as long as they were staked you good,0,
5549,correct dont worry about it,0,
5550,hope its not bad timing  this wont influence my talisman air drops will it  my gurus are still staked  so verified or not im good right,1,
5551,yeah,0,
5552,aah you mean we will rent our fabulosa for woop,0,
5553,wagmi,0,
5555,hello,0,
5556,hi,0,
5557,all good no hurry see you in gardens  ,1,
5558,ya will so it again when back on pc  its not the first time this happens to me  ,0,
5559,sometimes it happens,0,
5560,hey fam try to reverify on matrica,0,
5561,damn lost my roles,-1,
5562,teat,0,
5563,heloo ffrom mbb,0,
5564,gm,0,
5565,hello,0,
5566,gm,0,
5567,welcome  ,1,
5568,hi bro,0,
5569,hi,0,
5570,hello freom mbb  ,0,
5571,oh the  transportaris will be used to create a   model of your bohemian later this month,0,
5572,maybe a tweet about talisman address,0,
5573,emm i just asking if have i do somthig with them ,0,
5574,yes,0,
5575, ,0,
5576,you will be able to rent a fabulosa out per x woop but i dont think they will be stakable,0,
5577,what do you mean by what have i do,0,
5578,do you mean that you have the  transportaris  a bohemian,0,
5579,what have i do,0,
5580,i mean the  items,0,
5581,and i my bohemia,0,
5582,i have the  nfts,0,
5583,whats up,0,
5584,sup,0,
5585,i need help pls,0,
5586,guys,0,
5587,the airdrop is ongoing so just hang tight ,0,
5588,hi hi everyone where do you receive tokens for talisman ,0,
5589,hey,0,
5590,how many woop per day we will earn by staking,0,
5591,gm,0,
5592,thanks,0,
5593,for talisman master ii it will start tomorrow fam,0,
5594,the art is blowing my mind,1,
5595, ,0,
5596,did the airdrop happen ,0,
5597,hi,0,
5598,sure,0,
5599,i have a question,0,
5600,hey,0,
5601,hey,0,
5602, ,0,
5603,show some love to our sensei     ,1,
5604,then how can u say that it is not a fair system,-1,
5606,as i asked you before tell me about a single raffle platform that refunds you if you dont win,0,
5607,have u ever taken part in other raffles,0,
5608,its not a bohemian invention  ,0,
5609,raffles always worked like that everywhere,0,
5610,you should make sure to fully understand what youre spending your money on before actually doing it,0,
5611, people won wl you didnt win as many others,0,
5612, ,0,
5613,hi from defi pirates,0,
5614,haha no worries,1,
5615,sorry i chose wl  ,-1,
5616,thz now i sent ,0,
5617,gn,0,
5618,sup,0,
5619,yeah option one on ,0,
5620,general,0,
5621,i send white list ticket sir,0,
5622,thanks mate,0,
5623,  ,0,
5624,perfect,1,
5625,ohhhh,0,
5626,you are all settled,0,
5627,you already submitted it in the dyno form  ,0,
5628,hi,0,
5629,wallets subs still not open,-1,
5630,amen   ,0,
5631,did you select general issues,0,
5632,ye,0,
5633,am i wl,0,
5634,i already opened ticket if u have freepls take a look sir thanks,0,
5635,gm,0,
5636,cannot find your ticket thought,-1,
5637,hey yall,0,
5638,hello,0,
5639,hello,0,
5640,yo,0,
5641, ,0,
5642,already sir say soonso i asked how long  i afraid wallet closed,0,
5643,gm,0,
5644,gn guys,0,
5645,select general issues,0,
5646,oh feel free to open a ticket you aswell,0,
5647,   ,0,
5648,mikeydao giveaway sir,0,
5649,feel free to open a ticket and send some proof fam,0,
5650,gn,0,
5651,wl from where ,0,
5652,i won wl from project hive,1,
5653,my wl how long waiting sir,0,
5654,hi,0,
5655,hello guys,0,
5656,gm,0,
5657,hi,0,
5658,yooo,0,
5659,hey   ,0,
5660,hello,0,
5661,wishing u all a fantastic sunday,1,
5662,welcome  ,1,
5663,hi from mbb,0,
5664,hi yaa,0,
5666,hello from defi pirates,0,
5667,gm,0,
5668,hi,0,
5670,gm guys,0,
5671, can you check my dm sir,0,
5672,gm,0,
5673,thanks ,0,
5675,you made it  ,1,
5676,hey fam yeah u good wallet submission for talisman master ii is open till tomorrow morning,1,
5677,i just filled the form is it okay ser,0,
5678,hello from defi pirates,0,
5679,you will receive it,0,
5680,yes it is,0,
5681, ,0,
5682,hello guys,0,
5684,welcome fam,1,
5685,  hi from mbb,0,
5686,holding  bohos ,0,
5687,gm gm,0,
5688,still not recieved token is this normal,-1,
5689,hi,0,
5690,wen closed wallet submit,0,
5691,how can i get premium bohemia status,0,
5692,gm all,0,
5693,hola amigos,0,
5694,whats good,1,
5696,what can i do if i have all  transportari,0,
5697,hi guys,0,
5698,hi,0,
5699,yoo,0,
5700,gm peeps,0,
5701,gg,0,
5702,gm,0,
5703,correct,0,
5704,please tell me for minting you need to have only a talisman and  sol,0,
5706,excited af  ,1,
5708,welcome fam,1,
5709,gm,0,
5711,hi everyone,0,
5712,hi any way to remember the wallet that i sent the talisman xd,0,
5713,hello from ghostface,0,
5714,thz sir,0,
5715,yep,0,
5716,sir this is token base,0,
5717,thx,0,
5718,hi just a few spots remain which you could try ,0,
5719,hi guys how do i do to be ogwl ,0,
5723,who is pumped for fabulosa,0,
5724,welcome  ,1,
5725,hi guys,0,
5726,hey everyone from solful divinity,0,
5727,thz,0,
5728,send a proof in a ticket,0,
5729,hey,0,
5730,you need to receive the wl role first fam,0,
5731,hey sir,0,
5732,hi  im winner were wallet submit,0,
5733,oh wow welcome fam,1,
5734,congrats fam feel free to send proof in a ticket,1,
5735,i won wl from project hive im so happy,1,
5736,hiii,0,
5739,gm,0,
5740,done,0,
5741,how is this fair for the project if you loose to give the money back  if you play lottery they give you money back if you dont win ,-1,
5742,i won a giveaway from project hive     ,1,
5743,okay,0,
5744,feel free to send proof in a ticket fam,0,
5745,i won giveaway from loop benders,1,
5746,thanks,0,
5747,welcome  ,1,
5748,hi from loop banders,0,
5749, ,0,
5750,but if you say so,0,
5751,h ,0,
5752,i don t remember,0,
5753,all good bro,1,
5754,my bad,-1,
5755,ah ok  ,0,
5756,you already did in the dyno form,0,
5757,hey,0,
5758,where to submit wallet,0,
5759,hi fam,0,
5760,famous fox works the same,0,
5761,actually tell me a single raffle that refunds you if you dont win  ,0,
5762,hi,0,
5763,raffles work like this everywhere,0,
5764,that wouldnt make sense fam  ,-1,
5765,i lost many raffles too in my life,-1,
5766,unlucky fam,-1,
5767,gm,0,
5768,thanks bud,1,
5769,ok,0,
5771,same i am also,0,
5772,congrats fam send proof in a ticket thanks,1,
5773,i am won wl from mikeydao,0,
5774,welcome  ,1,
5775,hey from solful  ,0,
5776,i went in london a couple of years ago loved it,1,
5777,ny pretty small tbh,0,
5778,im from the uk and this is  bigger than london,1,
5779,apart from the large amount of crackheads its nice,1,
5782,gm,0,
5783,wen wl,0,
5784,hopefully one day ill get too see it too,1,
5785,ive only been there once so nice,1,
5786,amazing view,1,
5787,nyc  ,0,
5789,yo,0,
5790,hi,0,
5791,congrats man wen me haha  ,1,
5792,haha nice thanks man,1,
5793,wait for mint day  ,0,
5794,hi there i just got the talisman airdropped to my wallet whats the next steps,0,
5795,yo,0,
5796,you good,1,
5797,you already submitted it in the dyno form,0,
5798,whats the craic i cant see the wallet submit thing,-1,
5799,yoooooo,1,
5800,lfg fam,0,
5801,gm gang,0,
5802,i think they dont have much in store tbh other than the mutation which is not that big of a deal tbh,0,
5803,loooll a degen sellin his talisman for  sol on fff,0,
5804,hola,0,
5805,can i know why is this dip of tombstoned,-1,
5806,oo,0,
5807,anyone holding tombstoned,0,
5808, ,0,
5809,hello,0,
5810,o,0,
5811,gm,0,
5812,gm,0,
5813,gm,0,
5814,welcome,1,
5815,hi from pirates,0,
5816,gello,0,
5817,hi,0,
5818,hey everyone,0,
5819,hi guys,0,
5820,hello,0,
5821,jo,0,
5822,good morning,1,
5823,i cant wait mint,1,
5824,hi,0,
5825,hi,0,
5826,hi fam,0,
5827,sup,0,
5828,hellooo,0,
5830,hi,0,
5831,gmmm all,0,
5832,ayo sup guys,0,
5833,hey,0,
5834,hi,0,
5835,woopwoop gm everyone,0,
5836,gm,0,
5837,gm fam,0,
5838,gm,0,
5839,yoo whats good fam,1,
5840,yo,0,
5841,hi,0,
5842,yo,0,
5843,gm,0,
5845,gm,0,
5847,excited for this,1,
5848,adding yall to my wl reminders list,0,
5849,yup already did,0,
5850,be sure to submit your wallet  ,0,
5852,woopwoop,-1,
5853,appreciate the fast assignment,1,
5854,team is fast and efficient,1,
5855,nice,1,
5856,lfg,0,
5857,gm,0,
5858,gm,0,
5859,hi,0,
5860,gm,0,
5861,oof,-1,
5862,gm,0,
5864,hey,0,
5865,the mint is on the ,0,
5866,you can submit your wallet in talisman master ii channel,0,
5867,gm,0,
5868,when mint when submit wallet guys,0,
5869,hello guys,0,
5870,hi,0,
5871, fam  ,0,
5872,yeah man,0,
5873,okay bro,0,
5874,see y all and have a great sunday,1,
5875,ight y all going back to my cleaning,0,
5876,alrighty,0,
5877,or stronger spells i should say,0,
5878,yeahh check out the twitter in ,0,
5879,higher rarity better chance of casting spells,0,
5880,damn   and mint is on   fp going to be crazy then,0,
5881,so if u want one stick to fff,0,
5882,yeah we dont approve trading through unofficial channels,-1,
5883,this is a holder for sure,0,
5884,good idea bro for sure,1,
5885,yeah no  i will buy from fff  just on my way back home,0,
5886,ok yeah i forget  ,0,
5887,going after taht wl no matter what,0,
5888,they are on fff,0,
5889,should be able to have some channels for selling it right,0,
5890,yoo,0,
5891,i didnt check in a while so might be higher or lower idk,0,
5892,i believe around ,0,
5893,i don t suggest buying tokens fromdms,-1,
5894,yeah  if u have the talisman,0,
5895,hahahaa,0,
5896,how much is token for can anyone tell  i am online from phone,0,
5897,thats very good,1,
5898,wow o today ,0,
5899,thanks man,1,
5900,ohhh alright,0,
5901,i joined the twitter giveaway,0,
5902,yes ser,0,
5903, sol of you have talisman yh,0,
5904,chillin chillin bro,0,
5905,ppl who won wl spots fromother daos,0,
5906,so how do you plan on getting it chief,0,
